id,0,1,2,3,4,5,6,7,label
122,19.090317,27.815247,1.7244950000000001,24.612171,4.4104659999999996,14.079656,18.965553999999997,8.654087,0
123,4.121696,9.749497,3.211871,6.905215,7.5376069999999995,12.393514,8.627183,11.284766999999999,0
124,15.736412,20.517447,1.147184,3.856123,3.1937349999999998,20.557358,8.853002,7.720645,0
125,22.026633,13.290567,7.117744,6.218039,6.6129940000000005,20.074696,23.83671,24.647553,0
126,13.379909999999999,5.907584,5.943083,17.279825000000002,4.583569,2.884665,11.666466,12.598448999999999,0
127,12.896666999999999,7.901819,3.685172,9.137895,17.090419,7.468079,3.4920600000000004,9.229801,0
128,10.041777,2.103706,2.5850020000000002,4.25929,18.594174,6.485695,11.447922,13.829671000000001,0
129,1.144935,5.23356,6.14508,11.498769,11.438127,27.397814,13.634465,22.623002,1
130,14.803605000000001,4.9663889999999995,5.452451,23.713639,8.948267,4.617161,14.991990999999999,16.633538,0
131,7.289494,10.609265,10.291015999999999,23.473865,14.374379000000001,5.509447,6.690764,14.986403000000001,0
132,8.7388,3.71176,6.890797,7.061301,13.469352,16.853638,17.11694,18.204964,0
133,10.17386,12.830950999999999,5.00497,16.815452999999998,2.258114,2.212116,8.923473,9.566545,0
134,6.88542,12.283701,3.8116489999999996,4.588645,13.919829,47.337562,33.854152,49.257859,0
135,0.38325600000000004,1.924105,5.015938,7.674138999999999,16.00966,5.667146,19.683042999999998,18.273629,0
136,14.045166,1.6104310000000002,10.988977,15.127662,16.978618,26.250763,22.140148,28.029162,0
137,10.100764999999999,9.189487,8.54563,5.893495,34.711685,4.226694,18.660662,34.208356,0
138,8.609894,2.943501,6.428746,9.644556,23.887975,5.4954410000000005,21.319474,6.851889,0
139,4.359808,7.838377,4.345785,2.216804,15.390564,4.154039,10.175173000000001,3.668805,0
140,8.994168,6.773018,4.781557,18.081218,4.616811,8.033444,25.653826,17.394681,0
